 ;Area;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity
313;2.961E-4;0.764;0.028;3.578;2.039;120.964;0.018;1.497;0.668;0.864
314;4.645E-5;1.000;0.010;7.995;2.046;45.000;0.007;1.229;0.814;0.941
315;2.323E-5;1.000;0.007;6.872;2.046;135.000;0.005;1.000;1.000;1.000
316;1.800E-4;0.907;0.021;4.802;2.063;20.556;0.012;1.629;0.614;0.886
317;1.161E-5;1.000;0.005;1.335;2.058;153.435;0.002;2.000;0.500;1.000
318;6.329E-4;0.865;0.035;3.571;2.077;155.225;0.027;1.150;0.870;0.912
319;0.002;0.478;0.058;3.860;2.111;41.634;0.048;1.287;0.777;0.734
320;2.439E-4;0.951;0.022;1.361;2.077;153.435;0.017;1.204;0.831;0.894
321;1.742E-5;1.000;0.007;6.243;2.077;45.000;0.005;1.464;0.683;0.857
322;5.342E-4;0.752;0.036;1.227;2.111;70.346;0.024;1.450;0.690;0.885
323;2.903E-4;0.681;0.030;1.333;2.082;104.036;0.016;2.048;0.488;0.833
324;4.761E-4;0.948;0.028;10.188;2.111;70.017;0.022;1.172;0.853;0.927
325;1.045E-4;0.868;0.015;9.660;2.096;108.435;0.012;1.202;0.832;0.800
326;3.890E-4;0.504;0.043;1.395;2.125;38.157;0.017;3.326;0.301;0.720
327;5.806E-6;1.000;0.003;7.795;2.101;135.000;0.002;1.000;1.000;1.000
328;2.903E-5;1.000;0.009;1.120;2.104;123.690;0.005;1.553;0.644;0.909
329;2.323E-5;0.857;0.008;8.067;2.118;108.435;0.005;1.468;0.681;0.800
330;5.806E-5;1.000;0.012;4.694;2.133;53.130;0.007;1.551;0.645;0.909
331;1.742E-5;1.000;0.007;6.010;2.135;45.000;0.005;1.464;0.683;0.857
332;2.439E-4;0.581;0.032;3.243;2.169;81.254;0.011;3.094;0.323;0.816
333;2.323E-4;0.770;0.024;3.272;2.140;113.962;0.017;1.339;0.747;0.825
334;7.548E-5;1.000;0.014;7.446;2.157;45.000;0.010;1.370;0.730;0.929
335;1.161E-5;1.000;0.005;9.260;2.147;116.565;0.002;2.000;0.500;1.000
336;4.645E-4;0.880;0.030;4.395;2.152;118.610;0.024;1.173;0.853;0.914
337;5.806E-5;1.000;0.011;5.578;2.161;153.435;0.007;1.236;0.809;0.909
338;4.064E-5;0.943;0.011;8.051;2.159;116.565;0.005;1.936;0.517;0.933
339;5.806E-6;1.000;0.003;1.759;2.161;135.000;0.002;1.000;1.000;1.000
340;3.019E-4;0.846;0.025;6.219;2.176;168.690;0.019;1.110;0.901;0.860
341;1.742E-4;0.605;0.028;1.745;2.195;59.036;0.010;3.460;0.289;0.811
342;6.387E-5;0.809;0.014;4.612;2.186;59.036;0.007;1.915;0.522;0.880
343;0.006;0.495;0.166;4.427;2.224;8.366;0.072;2.585;0.387;0.789
344;0.004;0.495;0.131;5.537;2.193;167.242;0.066;1.853;0.540;0.795
345;4.239E-4;0.654;0.033;4.624;2.188;162.897;0.022;1.319;0.758;0.768
346;1.161E-5;1.000;0.005;7.101;2.181;153.435;0.002;2.000;0.500;1.000
347;9.580E-4;0.921;0.040;2.578;2.207;14.036;0.031;1.208;0.828;0.930
348;9.871E-5;0.985;0.015;7.648;2.193;128.660;0.010;1.538;0.650;0.872
349;2.845E-4;0.943;0.024;8.398;2.210;23.962;0.017;1.331;0.751;0.907
350;5.806E-5;1.000;0.011;4.610;2.198;116.565;0.007;1.327;0.753;0.909
351;2.323E-5;1.000;0.008;6.735;2.198;161.565;0.005;1.468;0.681;0.800
352;1.742E-5;1.000;0.007;7.060;2.202;45.000;0.005;1.464;0.683;0.857
353;2.323E-5;1.000;0.007;7.043;2.205;135.000;0.005;1.000;1.000;1.000
354;3.019E-4;0.915;0.026;7.007;2.219;21.801;0.014;1.665;0.600;0.945
355;5.806E-6;1.000;0.003;7.670;2.210;135.000;0.002;1.000;1.000;1.000
356;2.903E-5;1.000;0.009;2.051;2.219;56.310;0.005;1.553;0.644;0.909
357;3.484E-5;1.000;0.009;7.911;2.217;123.690;0.005;1.500;0.667;1.000
358;5.226E-5;1.000;0.011;2.000;2.222;153.435;0.007;1.340;0.746;0.857
359;2.323E-5;1.000;0.009;2.036;2.229;146.310;0.005;2.031;0.492;0.800
360;4.471E-4;0.622;0.036;1.031;2.243;19.654;0.024;1.718;0.582;0.786
361;5.981E-4;0.704;0.039;4.205;2.263;42.510;0.027;1.274;0.785;0.831
362;5.806E-6;1.000;0.003;7.448;2.246;135.000;0.002;1.000;1.000;1.000
363;9.290E-5;0.740;0.018;6.525;2.253;105.945;0.007;2.111;0.474;0.889
364;1.684E-4;0.558;0.023;5.559;2.267;18.435;0.015;1.895;0.528;0.667
365;5.226E-5;1.000;0.010;9.113;2.267;135.000;0.007;1.000;1.000;1.000
366;5.806E-5;1.000;0.011;1.993;2.270;116.565;0.007;1.236;0.809;0.909
367;8.129E-5;0.911;0.014;9.492;2.280;30.964;0.009;1.681;0.595;0.824
368;2.323E-5;1.000;0.007;2.024;2.277;135.000;0.005;1.000;1.000;1.000
369;5.516E-4;0.890;0.035;4.790;2.284;164.055;0.022;1.588;0.630;0.909
370;6.387E-5;0.780;0.015;4.704;2.280;128.660;0.007;2.498;0.400;0.815
371;5.690E-4;0.801;0.036;4.920;2.311;61.699;0.023;1.556;0.643;0.907
372;3.832E-4;0.660;0.032;5.634;2.282;98.746;0.022;1.496;0.668;0.810
373;5.806E-6;1.000;0.003;2.024;2.287;135.000;0.002;1.000;1.000;1.000
374;3.716E-4;0.496;0.040;4.065;2.320;52.431;0.019;2.525;0.396;0.643
375;0.002;0.894;0.058;1.272;2.299;141.710;0.048;1.213;0.825;0.921
376;5.806E-5;0.806;0.012;3.533;2.289;101.310;0.007;1.577;0.634;0.800
377;9.871E-5;1.000;0.014;4.065;2.289;120.964;0.010;1.134;0.882;0.919
378;1.568E-4;0.599;0.027;4.349;2.289;135.000;0.010;3.231;0.309;0.740
379;6.387E-5;1.000;0.012;6.607;2.296;36.870;0.007;1.372;0.729;0.957
380;1.394E-4;0.686;0.023;8.855;2.299;147.995;0.011;2.424;0.413;0.774
381;5.806E-6;1.000;0.003;9.614;2.301;135.000;0.002;1.000;1.000;1.000
382;6.387E-5;1.000;0.011;0.653;2.318;116.565;0.010;1.139;0.878;0.815
383;1.742E-5;1.000;0.007;7.689;2.328;45.000;0.005;1.464;0.683;0.857
384;8.129E-4;0.705;0.049;7.759;2.347;8.531;0.029;1.751;0.571;0.892
385;2.323E-5;1.000;0.008;2.251;2.328;161.565;0.005;1.468;0.681;0.800
386;5.806E-6;1.000;0.003;1.335;2.330;135.000;0.002;1.000;1.000;1.000
387;3.484E-5;0.916;0.010;10.039;2.330;165.964;0.005;1.809;0.553;0.857
388;0.002;0.933;0.057;2.455;2.390;77.735;0.046;1.159;0.863;0.947
389;3.252E-4;0.967;0.026;3.328;2.337;123.690;0.019;1.285;0.778;0.911
390;1.161E-5;1.000;0.005;4.263;2.337;153.435;0.002;2.000;0.500;1.000
391;1.742E-5;1.000;0.007;4.270;2.340;135.000;0.005;1.464;0.683;0.857
392;1.742E-5;1.000;0.007;5.959;2.349;45.000;0.005;1.464;0.683;0.857
393;7.084E-4;0.945;0.035;2.325;2.371;33.690;0.029;1.176;0.851;0.914
394;5.806E-6;1.000;0.003;10.164;2.364;135.000;0.002;1.000;1.000;1.000
395;8.129E-5;1.000;0.014;9.219;2.386;59.036;0.007;1.662;0.602;0.966
396;8.129E-5;0.911;0.013;9.231;2.383;158.199;0.010;1.211;0.826;0.848
397;0.002;0.726;0.062;8.622;2.434;51.340;0.050;1.187;0.842;0.886
398;2.787E-4;0.967;0.023;5.414;2.407;57.995;0.019;1.165;0.858;0.897
399;2.903E-5;1.000;0.009;1.405;2.390;123.690;0.005;1.553;0.644;0.909
400;0.002;0.809;0.056;1.055;2.455;80.134;0.040;1.449;0.690;0.903
401;1.568E-4;0.967;0.017;6.340;2.414;56.310;0.014;1.143;0.875;0.871
402;3.019E-4;0.956;0.024;7.720;2.419;36.870;0.019;1.202;0.832;0.929
403;0.002;0.833;0.052;5.169;2.451;62.241;0.048;1.083;0.923;0.837
404;6.968E-5;0.719;0.016;5.986;2.405;116.565;0.007;2.301;0.435;0.828
405;1.626E-4;0.653;0.026;3.417;2.410;131.186;0.010;3.207;0.312;0.778
406;5.110E-4;0.281;0.052;6.899;2.453;52.595;0.028;2.298;0.435;0.467
407;5.226E-5;1.000;0.011;2.422;2.427;26.565;0.007;1.340;0.746;0.857
408;5.168E-4;0.750;0.034;3.282;2.446;50.711;0.025;1.389;0.720;0.864
409;1.161E-4;0.994;0.017;6.928;2.431;33.690;0.010;1.643;0.609;0.930
410;6.387E-5;1.000;0.012;5.911;2.434;53.130;0.007;1.372;0.729;0.957
411;2.555E-4;0.847;0.026;7.706;2.446;56.310;0.016;1.658;0.603;0.880
412;7.548E-5;1.000;0.014;3.410;2.429;120.964;0.007;1.735;0.576;0.929
413;0.001;0.510;0.064;4.453;2.429;102.995;0.035;2.314;0.432;0.738
414;2.903E-5;1.000;0.009;5.482;2.439;123.690;0.005;1.553;0.644;0.909
415;3.484E-5;1.000;0.010;5.995;2.439;135.000;0.006;1.809;0.553;0.800
416;3.484E-5;1.000;0.009;6.935;2.439;123.690;0.005;1.500;0.667;1.000
417;9.290E-5;1.000;0.014;2.761;2.455;59.036;0.010;1.317;0.759;0.821
418;5.981E-4;0.500;0.051;6.325;2.458;171.870;0.023;2.496;0.401;0.755
419;1.742E-5;1.000;0.007;2.253;2.453;45.000;0.005;1.464;0.683;0.857
420;8.129E-5;0.993;0.014;6.923;2.460;30.964;0.010;1.531;0.653;0.848
421;1.161E-5;1.000;0.005;2.246;2.455;116.565;0.002;2.000;0.500;1.000
422;5.226E-5;0.799;0.012;6.908;2.458;168.690;0.007;1.758;0.569;0.750
423;8.710E-5;1.000;0.013;7.586;2.458;111.801;0.010;1.127;0.887;0.857
424;0.002;0.437;0.070;1.306;2.460;139.185;0.044;2.011;0.497;0.638
425;8.129E-5;1.000;0.014;3.417;2.470;45.000;0.010;1.319;0.758;0.933
426;5.806E-6;1.000;0.003;4.725;2.460;135.000;0.002;1.000;1.000;1.000
427;3.484E-5;0.555;0.012;1.366;2.463;101.310;0.005;3.003;0.333;0.750
428;5.226E-5;0.726;0.013;1.851;2.463;111.801;0.007;1.946;0.514;0.783
429;4.064E-5;0.647;0.013;2.125;2.463;111.801;0.005;2.731;0.366;0.824
430;1.858E-4;0.914;0.019;4.067;2.463;119.745;0.015;1.264;0.791;0.842
431;0.001;0.894;0.048;8.899;2.508;59.534;0.034;1.441;0.694;0.921
432;0.001;0.503;0.067;2.063;2.477;165.466;0.032;2.580;0.388;0.741
433;3.077E-4;0.684;0.033;9.236;2.484;17.103;0.016;2.342;0.427;0.822
434;4.645E-5;1.000;0.010;1.335;2.472;135.000;0.007;1.229;0.814;0.941
435;5.806E-6;1.000;0.003;8.292;2.475;135.000;0.002;1.000;1.000;1.000
436;5.806E-6;1.000;0.003;0.990;2.487;135.000;0.002;1.000;1.000;1.000
437;1.626E-4;1.000;0.019;6.294;2.504;39.806;0.014;1.371;0.730;0.918
438;0.002;0.558;0.075;2.576;2.504;146.821;0.037;2.341;0.427;0.775
439;8.129E-5;1.000;0.012;7.012;2.494;126.870;0.010;1.020;0.981;0.933
440;2.903E-5;1.000;0.009;9.246;2.499;146.310;0.005;1.553;0.644;0.909
441;1.045E-4;0.687;0.017;2.077;2.508;123.690;0.012;1.852;0.540;0.735
442;3.135E-4;0.574;0.031;8.937;2.540;67.380;0.019;1.570;0.637;0.783
443;7.548E-5;0.817;0.014;3.340;2.513;120.964;0.009;1.805;0.554;0.765
444;1.161E-5;1.000;0.005;2.899;2.516;116.565;0.002;2.000;0.500;1.000
445;1.335E-4;0.673;0.023;1.749;2.528;18.435;0.010;2.520;0.397;0.852
446;1.161E-5;1.000;0.005;1.742;2.528;153.435;0.002;2.000;0.500;1.000
447;6.387E-5;1.000;0.012;5.265;2.535;36.870;0.007;1.372;0.729;0.957
448;2.787E-4;0.575;0.036;10.159;2.559;61.699;0.014;2.707;0.369;0.821
449;1.800E-4;0.838;0.021;2.301;2.540;20.556;0.014;1.562;0.640;0.838
450;4.064E-5;0.800;0.011;10.149;2.540;63.435;0.007;1.668;0.600;0.778
451;0.002;0.293;0.072;2.990;2.602;68.552;0.051;1.692;0.591;0.514
452;1.161E-5;1.000;0.005;4.867;2.540;153.435;0.002;2.000;0.500;1.000
453;2.323E-5;1.000;0.007;8.511;2.540;135.000;0.005;1.000;1.000;1.000
454;9.290E-5;1.000;0.014;8.593;2.547;30.964;0.010;1.234;0.810;0.889
455;7.548E-5;1.000;0.012;7.559;2.542;126.870;0.010;1.093;0.915;0.897
456;1.858E-4;0.436;0.025;3.422;2.545;106.699;0.014;1.940;0.515;0.703
457;1.161E-5;1.000;0.005;3.624;2.545;153.435;0.002;2.000;0.500;1.000
458;1.684E-4;0.920;0.021;4.752;2.552;20.556;0.010;1.944;0.514;0.951
459;8.710E-5;0.976;0.014;5.559;2.547;120.964;0.010;1.369;0.731;0.857
460;5.226E-4;0.658;0.036;5.986;2.547;126.870;0.028;1.331;0.751;0.800
461;4.064E-5;0.943;0.011;8.246;2.557;63.435;0.005;1.936;0.517;0.933
462;4.064E-4;0.968;0.027;1.983;2.549;116.565;0.019;1.279;0.782;0.946
463;1.161E-5;1.000;0.005;1.576;2.552;116.565;0.002;2.000;0.500;1.000
464;5.690E-4;0.862;0.036;8.933;2.586;70.346;0.022;1.579;0.633;0.920
465;0.001;0.802;0.055;3.224;2.588;23.199;0.036;1.471;0.680;0.898
466;5.806E-6;1.000;0.003;3.622;2.557;135.000;0.002;1.000;1.000;1.000
467;1.742E-5;0.809;0.008;8.255;2.561;108.435;0.002;3.000;0.333;1.000
468;2.729E-4;0.993;0.023;8.431;2.561;108.435;0.017;1.267;0.789;0.904
469;1.510E-4;0.993;0.017;2.995;2.576;33.690;0.014;1.363;0.734;0.881
470;4.064E-5;1.000;0.009;4.041;2.564;123.690;0.007;1.069;0.936;0.875
471;0.001;0.783;0.057;2.388;2.614;56.976;0.036;1.576;0.635;0.904
472;4.064E-5;1.000;0.009;4.752;2.566;123.690;0.007;1.069;0.936;0.875
473;4.645E-5;0.914;0.010;6.022;2.566;104.036;0.007;1.195;0.837;0.800
474;1.161E-5;1.000;0.005;4.048;2.569;153.435;0.002;2.000;0.500;1.000
475;2.323E-5;1.000;0.007;8.169;2.569;135.000;0.005;1.000;1.000;1.000
476;3.484E-5;1.000;0.009;6.653;2.571;123.690;0.007;1.291;0.775;0.800
477;9.406E-4;0.679;0.044;3.788;2.576;99.462;0.034;1.323;0.756;0.831
478;7.548E-5;1.000;0.012;2.243;2.588;36.870;0.010;1.159;0.863;0.897
479;2.497E-4;0.526;0.035;3.593;2.578;146.310;0.013;3.300;0.303;0.723
480;2.090E-4;0.857;0.023;4.810;2.581;122.005;0.015;1.542;0.648;0.847
481;5.806E-6;1.000;0.003;3.219;2.583;135.000;0.002;1.000;1.000;1.000
482;2.032E-4;0.793;0.022;1.766;2.588;130.601;0.016;1.521;0.658;0.833
483;1.742E-5;1.000;0.007;8.434;2.586;135.000;0.005;1.464;0.683;0.857
484;1.858E-4;0.725;0.025;6.000;2.598;11.310;0.012;2.335;0.428;0.831
485;1.916E-4;0.442;0.026;4.024;2.610;41.186;0.018;1.483;0.674;0.647
486;2.323E-4;0.722;0.026;5.802;2.598;158.199;0.016;1.773;0.564;0.825
487;3.716E-4;0.523;0.036;0.986;2.605;151.699;0.020;2.144;0.466;0.723
488;5.806E-6;1.000;0.003;7.198;2.598;135.000;0.002;1.000;1.000;1.000
489;0.002;0.451;0.080;0.949;2.610;151.113;0.050;1.905;0.525;0.734
490;6.387E-4;0.697;0.047;1.508;2.629;34.509;0.020;2.496;0.401;0.884
491;5.806E-5;0.887;0.014;4.798;2.607;30.964;0.007;2.198;0.455;0.833
492;2.381E-4;0.502;0.032;1.545;2.627;41.987;0.015;2.500;0.400;0.667
493;9.290E-5;1.000;0.014;3.629;2.602;120.964;0.010;1.234;0.810;0.889
494;3.484E-4;0.617;0.037;6.817;2.622;31.608;0.019;1.935;0.517;0.839
495;6.387E-5;1.000;0.012;5.222;2.605;126.870;0.007;1.372;0.729;0.957
496;3.484E-5;0.916;0.009;9.222;2.605;123.690;0.007;1.124;0.890;0.800
497;6.619E-4;0.600;0.046;1.569;2.639;27.897;0.025;2.251;0.444;0.757
498;6.387E-5;1.000;0.011;2.335;2.612;116.565;0.010;1.139;0.878;0.815
499;1.161E-5;1.000;0.005;0.981;2.617;153.435;0.002;2.000;0.500;1.000
500;7.084E-4;0.651;0.045;6.788;2.655;36.254;0.029;1.874;0.534;0.824
501;1.742E-4;1.000;0.017;3.976;2.629;123.690;0.014;1.116;0.896;0.923
502;4.355E-4;0.703;0.037;1.484;2.646;14.931;0.019;1.854;0.539;0.838
503;0.002;0.744;0.066;6.171;2.634;100.491;0.053;1.214;0.824;0.873
504;7.490E-4;0.720;0.047;3.607;2.643;158.749;0.024;1.979;0.505;0.890
505;1.335E-4;0.824;0.018;1.528;2.648;15.945;0.012;1.387;0.721;0.852
506;8.535E-4;0.871;0.041;4.933;2.651;151.928;0.031;1.179;0.848;0.916
507;1.161E-5;1.000;0.005;4.988;2.646;116.565;0.002;2.000;0.500;1.000
508;2.032E-4;0.897;0.022;0.506;2.651;130.601;0.015;1.498;0.668;0.897
509;0.003;0.765;0.072;2.263;2.653;126.870;0.060;1.146;0.873;0.812
510;8.129E-5;0.993;0.013;2.525;2.660;21.801;0.010;1.264;0.791;0.848
511;5.574E-4;0.785;0.039;8.757;2.665;7.125;0.019;1.944;0.514;0.901
512;4.064E-5;1.000;0.010;5.976;2.665;45.000;0.007;1.380;0.725;0.875
513;1.452E-4;0.504;0.024;5.954;2.684;36.870;0.013;1.949;0.513;0.676
514;0.001;0.372;0.084;4.778;2.677;126.870;0.026;4.120;0.243;0.702
515;6.387E-5;1.000;0.012;3.747;2.677;143.130;0.007;1.372;0.729;0.957
516;5.806E-5;1.000;0.011;0.911;2.684;153.435;0.007;1.236;0.809;0.909
517;5.748E-4;0.819;0.033;3.542;2.692;143.973;0.027;1.120;0.893;0.900
518;2.787E-4;0.749;0.029;4.388;2.687;124.992;0.016;2.053;0.487;0.835
519;1.742E-4;0.929;0.018;6.060;2.701;23.199;0.014;1.046;0.956;0.882
520;5.806E-6;1.000;0.003;3.446;2.689;135.000;0.002;1.000;1.000;1.000
521;2.903E-5;0.873;0.008;3.947;2.689;108.435;0.007;1.000;1.000;0.714
522;3.658E-4;0.983;0.026;8.749;2.708;33.690;0.020;1.291;0.775;0.920
523;6.329E-4;0.734;0.040;1.017;2.694;147.265;0.024;1.973;0.507;0.848
524;4.064E-5;1.000;0.009;4.065;2.694;123.690;0.007;1.069;0.936;0.875
525;1.974E-4;0.871;0.023;6.696;2.696;147.995;0.014;1.789;0.559;0.872
526;1.626E-4;1.000;0.016;6.735;2.694;116.565;0.014;1.018;0.982;0.903
527;6.271E-4;0.650;0.040;3.133;2.728;37.569;0.029;1.382;0.724;0.815
528;0.001;0.329;0.097;4.595;2.723;171.469;0.034;4.292;0.233;0.612
529;5.806E-6;1.000;0.003;6.183;2.706;135.000;0.002;1.000;1.000;1.000
530;5.806E-5;1.000;0.011;9.000;2.708;116.565;0.007;1.236;0.809;0.909
531;9.464E-4;0.238;0.052;3.841;2.745;13.392;0.046;1.166;0.858;0.509
532;4.645E-5;1.000;0.010;3.771;2.713;135.000;0.007;1.229;0.814;0.941
533;5.806E-6;1.000;0.003;8.749;2.716;135.000;0.002;1.000;1.000;1.000
534;4.645E-4;0.784;0.035;5.443;2.720;105.945;0.019;1.816;0.551;0.904
535;8.826E-4;0.949;0.037;1.865;2.723;104.931;0.031;1.150;0.870;0.933
536;1.161E-5;1.000;0.005;5.323;2.723;153.435;0.002;2.000;0.500;1.000
537;2.787E-4;0.829;0.026;8.672;2.723;131.186;0.017;1.560;0.641;0.865
538;9.871E-5;1.000;0.014;3.863;2.733;120.964;0.010;1.263;0.792;0.919
539;1.684E-4;0.657;0.026;7.323;2.757;33.690;0.012;2.479;0.403;0.784
540;6.387E-5;1.000;0.011;5.427;2.745;116.565;0.010;1.139;0.878;0.815
541;1.161E-5;1.000;0.005;3.371;2.749;116.565;0.002;2.000;0.500;1.000
542;4.413E-4;0.648;0.038;1.745;2.776;34.695;0.021;2.091;0.478;0.849
543;2.729E-4;0.733;0.031;5.942;2.781;38.660;0.014;2.465;0.406;0.862
544;2.787E-4;0.967;0.023;5.901;2.781;32.005;0.019;1.143;0.875;0.881
545;6.910E-4;0.895;0.033;2.205;2.805;59.744;0.030;1.110;0.901;0.895
546;6.968E-5;1.000;0.012;5.046;2.781;126.870;0.010;1.135;0.881;0.857
547;2.671E-4;0.846;0.027;9.680;2.786;169.695;0.012;2.100;0.476;0.929
548;5.806E-6;1.000;0.003;6.424;2.790;135.000;0.002;1.000;1.000;1.000
549;7.548E-5;1.000;0.012;5.224;2.793;126.870;0.010;1.148;0.871;0.897
550;5.806E-6;1.000;0.003;9.670;2.793;135.000;0.002;1.000;1.000;1.000
551;4.064E-5;0.943;0.011;6.308;2.805;63.435;0.005;1.936;0.517;0.933
552;2.206E-4;0.645;0.028;6.048;2.802;149.036;0.014;2.290;0.437;0.800
553;1.161E-5;1.000;0.005;3.451;2.800;153.435;0.002;2.000;0.500;1.000
554;4.645E-5;0.914;0.010;4.976;2.802;104.036;0.007;1.195;0.837;0.800
555;6.387E-5;0.887;0.013;2.359;2.805;111.801;0.007;1.619;0.618;0.846
556;2.323E-5;1.000;0.007;3.041;2.805;135.000;0.005;1.000;1.000;1.000
557;5.806E-6;1.000;0.003;6.427;2.807;135.000;0.002;1.000;1.000;1.000
558;4.355E-4;0.813;0.033;2.448;2.814;143.973;0.019;1.887;0.530;0.872
559;5.226E-5;0.923;0.012;6.549;2.814;143.130;0.007;1.758;0.569;0.857
560;2.323E-4;0.906;0.024;6.940;2.829;23.962;0.014;1.545;0.647;0.920
561;5.806E-6;1.000;0.003;8.786;2.817;135.000;0.002;1.000;1.000;1.000
562;8.710E-5;0.976;0.014;1.014;2.819;120.964;0.010;1.474;0.678;0.882
563;1.161E-5;1.000;0.005;4.046;2.819;116.565;0.002;2.000;0.500;1.000
564;3.484E-5;1.000;0.009;6.533;2.829;33.690;0.007;1.291;0.775;0.800
565;5.806E-6;1.000;0.003;2.352;2.824;135.000;0.002;1.000;1.000;1.000
566;1.916E-4;0.965;0.022;8.793;2.824;130.601;0.014;1.554;0.644;0.904
567;2.323E-5;1.000;0.007;5.284;2.827;135.000;0.005;1.000;1.000;1.000
568;6.387E-5;0.976;0.012;4.130;2.836;36.870;0.010;1.147;0.871;0.815
569;2.090E-4;0.776;0.026;5.077;2.834;123.690;0.013;2.215;0.451;0.878
570;2.032E-4;0.947;0.019;7.547;2.839;129.806;0.017;1.072;0.933;0.864
571;1.742E-5;1.000;0.007;5.099;2.843;45.000;0.005;1.464;0.683;0.857
572;4.645E-5;0.914;0.010;6.880;2.839;104.036;0.007;1.195;0.837;0.800
573;1.394E-4;1.000;0.016;3.210;2.853;26.565;0.012;1.222;0.818;0.906
574;7.490E-4;0.797;0.043;9.422;2.853;160.560;0.025;1.800;0.555;0.890
575;1.103E-4;0.944;0.016;9.504;2.853;26.565;0.010;1.326;0.754;0.884
576;3.484E-5;1.000;0.009;10.328;2.846;123.690;0.005;1.500;0.667;1.000
577;1.510E-4;0.876;0.019;7.429;2.855;119.745;0.012;1.736;0.576;0.881
578;3.484E-4;0.719;0.028;7.829;2.884;59.036;0.019;1.429;0.700;0.828
579;1.742E-5;1.000;0.007;8.419;2.870;45.000;0.005;1.464;0.683;0.857
580;1.742E-5;1.000;0.007;4.345;2.867;135.000;0.005;1.464;0.683;0.857
581;8.129E-5;1.000;0.012;8.219;2.867;126.870;0.010;1.020;0.981;0.933
582;5.806E-6;1.000;0.003;8.405;2.867;135.000;0.002;1.000;1.000;1.000
583;2.323E-5;1.000;0.007;6.569;2.870;135.000;0.005;1.000;1.000;1.000
584;2.323E-5;1.000;0.009;8.410;2.875;33.690;0.005;2.031;0.492;0.800
585;4.645E-5;1.000;0.010;4.978;2.872;135.000;0.007;1.229;0.814;0.941
586;0.001;0.816;0.051;4.347;2.937;70.710;0.032;1.591;0.629;0.908
587;4.064E-5;1.000;0.009;1.923;2.892;123.690;0.007;1.069;0.936;0.875
588;7.548E-5;1.000;0.012;6.718;2.904;126.870;0.010;1.159;0.863;0.897
589;9.871E-5;0.713;0.018;5.680;2.928;74.055;0.009;2.196;0.455;0.773
590;5.226E-5;1.000;0.011;9.586;2.911;153.435;0.007;1.340;0.746;0.857
591;2.323E-5;1.000;0.007;5.573;2.918;135.000;0.005;1.000;1.000;1.000
592;2.206E-4;0.953;0.020;9.496;2.940;75.964;0.017;1.097;0.911;0.864
593;2.961E-4;0.881;0.026;2.892;2.937;146.310;0.016;1.686;0.593;0.879
594;1.974E-4;0.733;0.023;5.557;2.940;161.565;0.014;1.803;0.555;0.810
595;1.103E-4;0.796;0.018;8.284;2.957;66.801;0.010;2.126;0.470;0.844
596;5.516E-4;0.695;0.038;4.429;2.942;124.695;0.026;1.452;0.689;0.754
597;0.002;0.925;0.052;2.682;2.990;62.241;0.043;1.158;0.864;0.939
598;6.968E-5;0.967;0.012;6.427;2.947;126.870;0.010;1.218;0.821;0.889
599;2.613E-4;0.998;0.023;7.520;2.954;161.565;0.017;1.331;0.751;0.891
600;6.561E-4;0.680;0.043;6.465;2.978;19.440;0.026;1.835;0.545;0.856
601;5.806E-6;1.000;0.003;2.330;2.966;135.000;0.002;1.000;1.000;1.000
602;4.064E-5;1.000;0.009;1.417;2.971;123.690;0.007;1.069;0.936;0.875
603;2.903E-5;1.000;0.009;5.581;2.971;123.690;0.005;1.553;0.644;0.909
604;7.722E-4;0.614;0.050;1.764;2.978;119.055;0.024;2.350;0.426;0.782
605;5.806E-6;1.000;0.003;5.718;2.983;135.000;0.002;1.000;1.000;1.000
606;2.323E-5;0.857;0.008;2.000;2.988;108.435;0.005;1.468;0.681;0.800
607;3.948E-4;0.832;0.030;7.188;3.002;165.964;0.021;1.381;0.724;0.861
608;1.161E-5;1.000;0.005;9.506;2.995;153.435;0.002;2.000;0.500;1.000
609;4.645E-5;1.000;0.010;2.323;3.005;45.000;0.007;1.229;0.814;0.941
610;1.742E-5;0.754;0.009;9.496;3.002;33.690;0.004;2.702;0.370;0.667
611;4.819E-4;0.900;0.030;2.294;3.010;161.565;0.023;1.330;0.752;0.883
612;5.806E-5;0.887;0.014;5.159;3.000;135.000;0.008;1.976;0.506;0.800
613;5.806E-6;1.000;0.003;5.937;3.000;135.000;0.002;1.000;1.000;1.000
614;4.064E-5;1.000;0.009;2.147;3.002;123.690;0.007;1.069;0.936;0.875
615;1.626E-4;0.819;0.022;5.181;3.007;153.435;0.012;1.908;0.524;0.848
616;2.323E-5;1.000;0.007;4.342;3.007;135.000;0.005;1.000;1.000;1.000
617;8.768E-4;0.909;0.041;10.010;3.036;28.072;0.031;1.274;0.785;0.912
618;1.161E-5;1.000;0.005;6.655;3.012;116.565;0.002;2.000;0.500;1.000
619;9.290E-5;1.000;0.015;5.043;3.014;141.340;0.010;1.568;0.638;0.914
620;0.001;0.554;0.066;6.101;3.036;8.427;0.025;2.665;0.375;0.859
621;1.568E-4;0.836;0.021;3.629;3.029;35.538;0.013;1.739;0.575;0.857
622;1.742E-4;0.929;0.018;7.219;3.022;156.801;0.014;1.244;0.804;0.857
623;1.742E-5;1.000;0.007;5.017;3.027;45.000;0.005;1.464;0.683;0.857
